shape_field,rank,shape,count,share,cum_share,book,level
bucket_PAW,47,P1-4_A3_W3-4,2,0.00082136,0.99383984,numbers,major
bucket_PAW,48,P1-4_A2_W3-4,2,0.00082136,0.99466119,numbers,major
bucket_PAW,49,P13-15_A8+_W9-12,1,0.00041068,0.99507187,numbers,major
bucket_PAW,50,P19-24_A5_W7-8,1,0.00041068,0.99548255,numbers,major
shape_PA,1,P11_A4,45,0.03504673,0.03504673,numbers,verse
shape_PA,2,P20_A9,22,0.01713396,0.05218069,numbers,verse
shape_PA,3,P18_A7,21,0.01635514,0.06853583,numbers,verse
shape_PA,4,P21_A8,17,0.01323988,0.0817757,numbers,verse
shape_PA,5,P19_A7,16,0.01246106,0.09423676,numbers,verse
shape_PA,6,P28_A10,16,0.01246106,0.10669782,numbers,verse
shape_PA,7,P29_A12,16,0.01246106,0.11915888,numbers,verse
shape_PA,8,P19_A8,15,0.01168224,0.13084112,numbers,verse
shape_PA,9,P31_A12,14,0.01090343,0.14174455,numbers,verse
shape_PA,10,P23_A9,14,0.01090343,0.15264798,numbers,verse
shape_PA,11,P22_A8,14,0.01090343,0.1635514,numbers,verse
shape_PA,12,P16_A6,14,0.01090343,0.17445483,numbers,verse
shape_PA,13,P17_A7,14,0.01090343,0.18535826,numbers,verse
shape_PA,14,P25_A10,14,0.01090343,0.19626168,numbers,verse
shape_PA,15,P22_A9,13,0.01012461,0.20638629,numbers,verse
shape_PA,16,P20_A8,13,0.01012461,0.2165109,numbers,verse
shape_PA,17,P15_A6,13,0.01012461,0.22663551,numbers,verse
shape_PA,18,P20_A7,13,0.01012461,0.23676012,numbers,verse
shape_PA,19,P23_A8,13,0.01012461,0.24688474,numbers,verse
shape_PA,20,P8_A3,12,0.00934579,0.25623053,numbers,verse
shape_PA,21,P28_A11,12,0.00934579,0.26557632,numbers,verse
shape_PA,22,P30_A11,12,0.00934579,0.27492212,numbers,verse
shape_PA,23,P32_A13,12,0.00934579,0.28426791,numbers,verse
shape_PA,24,P13_A6,12,0.00934579,0.29361371,numbers,verse
shape_PA,25,P38_A15,11,0.00856698,0.30218069,numbers,verse
shape_PA,26,P33_A13,11,0.00856698,0.31074766,numbers,verse
shape_PA,27,P31_A13,11,0.00856698,0.31931464,numbers,verse
shape_PA,28,P24_A10,11,0.00856698,0.32788162,numbers,verse
shape_PA,29,P32_A12,11,0.00856698,0.3364486,numbers,verse
shape_PA,30,P24_A8,10,0.00778816,0.34423676,numbers,verse
shape_PA,31,P35_A14,10,0.00778816,0.35202492,numbers,verse
shape_PA,32,P17_A6,10,0.00778816,0.35981308,numbers,verse
shape_PA,33,P21_A9,9,0.00700935,0.36682243,numbers,verse
shape_PA,34,P24_A9,9,0.00700935,0.37383178,numbers,verse
shape_PA,35,P27_A11,9,0.00700935,0.38084112,numbers,verse
shape_PA,36,P18_A6,9,0.00700935,0.38785047,numbers,verse
shape_PA,37,P30_A13,9,0.00700935,0.39485981,numbers,verse
shape_PA,38,P39_A15,9,0.00700935,0.40186916,numbers,verse
shape_PA,39,P30_A12,9,0.00700935,0.4088785,numbers,verse
shape_PA,40,P50_A20,9,0.00700935,0.41588785,numbers,verse
shape_PA,41,P15_A5,9,0.00700935,0.4228972,numbers,verse
shape_PA,42,P34_A14,8,0.00623053,0.42912773,numbers,verse
shape_PA,43,P25_A9,8,0.00623053,0.43535826,numbers,verse
shape_PA,44,P26_A10,8,0.00623053,0.44158879,numbers,verse
shape_PA,45,P28_A12,8,0.00623053,0.44781931,numbers,verse
shape_PA,46,P37_A12,8,0.00623053,0.45404984,numbers,verse
shape_PA,47,P33_A11,8,0.00623053,0.46028037,numbers,verse
shape_PA,48,P29_A11,8,0.00623053,0.4665109,numbers,verse
shape_PA,49,P34_A12,8,0.00623053,0.47274143,numbers,verse
shape_PA,50,P29_A10,8,0.00623053,0.47897196,numbers,verse
bucket_PA,1,P25+_A8+,752,0.58566978,0.58566978,numbers,verse
bucket_PA,2,P19-24_A8+,196,0.15264798,0.73831776,numbers,verse
bucket_PA,3,P16-18_A6-7,75,0.05841121,0.79672897,numbers,verse
bucket_PA,4,P19-24_A6-7,60,0.04672897,0.84345794,numbers,verse
bucket_PA,5,P10-12_A4,57,0.04439252,0.88785047,numbers,verse
bucket_PA,6,P13-15_A6-7,37,0.0288162,0.91666667,numbers,verse
bucket_PA,7,P16-18_A8+,22,0.01713396,0.93380062,numbers,verse
bucket_PA,8,P13-15_A5,20,0.01557632,0.94937695,numbers,verse
bucket_PA,9,P7-9_A3,17,0.01323988,0.96261682,numbers,verse
bucket_PA,10,P13-15_A4,16,0.01246106,0.97507788,numbers,verse
bucket_PA,11,P16-18_A5,7,0.00545171,0.9805296,numbers,verse
bucket_PA,12,P10-12_A3,6,0.0046729,0.98520249,numbers,verse
bucket_PA,13,P10-12_A5,6,0.0046729,0.98987539,numbers,verse
bucket_PA,14,P25+_A6-7,6,0.0046729,0.99454829,numbers,verse
bucket_PA,15,P10-12_A6-7,2,0.00155763,0.99610592,numbers,verse
bucket_PA,16,P16-18_A4,2,0.00155763,0.99766355,numbers,verse
bucket_PA,17,P7-9_A4,1,0.00077882,0.99844237,numbers,verse
bucket_PA,18,P7-9_A2,1,0.00077882,0.99922118,numbers,verse
bucket_PA,19,P7-9_A5,1,0.00077882,1.0,numbers,verse
shape_PAW,1,P11_A4_W5,42,0.03271028,0.03271028,numbers,verse
shape_PAW,2,P8_A3_W4,12,0.00934579,0.04205607,numbers,verse
shape_PAW,3,P13_A6_W6,10,0.00778816,0.04984424,numbers,verse
shape_PAW,4,P20_A9_W11,10,0.00778816,0.0576324,numbers,verse
shape_PAW,5,P21_A8_W8,9,0.00700935,0.06464174,numbers,verse
shape_PAW,6,P15_A6_W7,9,0.00700935,0.07165109,numbers,verse
shape_PAW,7,P18_A7_W8,9,0.00700935,0.07866044,numbers,verse
shape_PAW,8,P50_A20_W20,9,0.00700935,0.08566978,numbers,verse
shape_PAW,9,P18_A7_W7,8,0.00623053,0.09190031,numbers,verse
shape_PAW,10,P24_A10_W11,8,0.00623053,0.09813084,numbers,verse
shape_PAW,11,P29_A12_W14,8,0.00623053,0.10436137,numbers,verse
shape_PAW,12,P19_A8_W9,8,0.00623053,0.1105919,numbers,verse
shape_PAW,13,P38_A15_W15,7,0.00545171,0.11604361,numbers,verse
shape_PAW,14,P16_A6_W6,7,0.00545171,0.12149533,numbers,verse
shape_PAW,15,P17_A7_W7,7,0.00545171,0.12694704,numbers,verse
shape_PAW,16,P22_A9_W10,7,0.00545171,0.13239875,numbers,verse
shape_PAW,17,P17_A7_W8,7,0.00545171,0.13785047,numbers,verse
shape_PAW,18,P17_A6_W6,7,0.00545171,0.14330218,numbers,verse
shape_PAW,19,P20_A9_W9,7,0.00545171,0.14875389,numbers,verse
shape_PAW,20,P15_A5_W5,7,0.00545171,0.15420561,numbers,verse
shape_PAW,21,P31_A12_W13,6,0.0046729,0.1588785,numbers,verse
shape_PAW,22,P19_A7_W8,6,0.0046729,0.1635514,numbers,verse
shape_PAW,23,P22_A9_W9,6,0.0046729,0.1682243,numbers,verse
shape_PAW,24,P20_A7_W7,6,0.0046729,0.1728972,numbers,verse
shape_PAW,25,P28_A11_W12,6,0.0046729,0.17757009,numbers,verse
shape_PAW,26,P20_A8_W10,6,0.0046729,0.18224299,numbers,verse
shape_PAW,27,P31_A12_W14,6,0.0046729,0.18691589,numbers,verse
shape_PAW,28,P19_A7_W7,6,0.0046729,0.19158879,numbers,verse
shape_PAW,29,P23_A9_W9,6,0.0046729,0.19626168,numbers,verse
shape_PAW,30,P19_A8_W8,5,0.00389408,0.20015576,numbers,verse
shape_PAW,31,P21_A9_W10,5,0.00389408,0.20404984,numbers,verse
shape_PAW,32,P15_A7_W8,5,0.00389408,0.20794393,numbers,verse
shape_PAW,33,P20_A7_W8,5,0.00389408,0.21183801,numbers,verse
shape_PAW,34,P16_A6_W7,5,0.00389408,0.21573209,numbers,verse
shape_PAW,35,P16_A7_W8,5,0.00389408,0.21962617,numbers,verse
shape_PAW,36,P26_A9_W9,5,0.00389408,0.22352025,numbers,verse
shape_PAW,37,P18_A6_W6,5,0.00389408,0.22741433,numbers,verse
shape_PAW,38,P19_A6_W6,5,0.00389408,0.23130841,numbers,verse
shape_PAW,39,P29_A12_W13,5,0.00389408,0.23520249,numbers,verse
shape_PAW,40,P28_A10_W12,5,0.00389408,0.23909657,numbers,verse
shape_PAW,41,P29_A11_W13,5,0.00389408,0.24299065,numbers,verse
shape_PAW,42,P13_A5_W5,5,0.00389408,0.24688474,numbers,verse
shape_PAW,43,P31_A13_W15,5,0.00389408,0.25077882,numbers,verse
shape_PAW,44,P24_A11_W11,5,0.00389408,0.2546729,numbers,verse
shape_PAW,45,P41_A15_W17,5,0.00389408,0.25856698,numbers,verse
shape_PAW,46,P20_A9_W10,5,0.00389408,0.26246106,numbers,verse
shape_PAW,47,P30_A12_W13,5,0.00389408,0.26635514,numbers,verse
shape_PAW,48,P30_A13_W14,5,0.00389408,0.27024922,numbers,verse
shape_PAW,49,P39_A15_W17,5,0.00389408,0.2741433,numbers,verse
shape_PAW,50,P10_A4_W5,5,0.00389408,0.27803738,numbers,verse
bucket_PAW,1,P25+_A8+_W13+,617,0.4805296,0.4805296,numbers,verse
bucket_PAW,2,P19-24_A8+_W9-12,163,0.12694704,0.60747664,numbers,verse
bucket_PAW,3,P25+_A8+_W9-12,134,0.10436137,0.71183801,numbers,verse
bucket_PAW,4,P10-12_A4_W5-6,51,0.03971963,0.75155763,numbers,verse
bucket_PAW,5,P16-18_A6-7_W7-8,50,0.03894081,0.79049844,numbers,verse
bucket_PAW,6,P19-24_A6-7_W7-8,33,0.02570093,0.81619938,numbers,verse
bucket_PAW,7,P19-24_A8+_W7-8,26,0.02024922,0.8364486,numbers,verse
bucket_PAW,8,P13-15_A6-7_W7-8,22,0.01713396,0.85358255,numbers,verse
bucket_PAW,9,P16-18_A8+_W9-12,19,0.01479751,0.86838006,numbers,verse
bucket_PAW,10,P16-18_A6-7_W5-6,19,0.01479751,0.88317757,numbers,verse
bucket_PAW,11,P13-15_A5_W5-6,18,0.01401869,0.89719626,numbers,verse
bucket_PAW,12,P7-9_A3_W3-4,17,0.01323988,0.91043614,numbers,verse
bucket_PAW,13,P19-24_A6-7_W9-12,17,0.01323988,0.92367601,numbers,verse
bucket_PAW,14,P13-15_A6-7_W5-6,13,0.01012461,0.93380062,numbers,verse
bucket_PAW,15,P13-15_A4_W3-4,12,0.00934579,0.94314642,numbers,verse
bucket_PAW,16,P19-24_A6-7_W5-6,10,0.00778816,0.95093458,numbers,verse
bucket_PAW,17,P19-24_A8+_W13+,7,0.00545171,0.95638629,numbers,verse
bucket_PAW,18,P10-12_A3_W3-4,6,0.0046729,0.96105919,numbers,verse
bucket_PAW,19,P16-18_A6-7_W9-12,6,0.0046729,0.96573209,numbers,verse
bucket_PAW,20,P10-12_A5_W5-6,6,0.0046729,0.97040498,numbers,verse
bucket_PAW,21,P10-12_A4_W3-4,6,0.0046729,0.97507788,numbers,verse
bucket_PAW,22,P25+_A6-7_W7-8,5,0.00389408,0.97897196,numbers,verse
bucket_PAW,23,P13-15_A4_W5-6,4,0.00311526,0.98208723,numbers,verse
bucket_PAW,24,P16-18_A5_W7-8,3,0.00233645,0.98442368,numbers,verse
bucket_PAW,25,P16-18_A8+_W7-8,3,0.00233645,0.98676012,numbers,verse
bucket_PAW,26,P16-18_A5_W5-6,3,0.00233645,0.98909657,numbers,verse
bucket_PAW,27,P13-15_A6-7_W9-12,2,0.00155763,0.99065421,numbers,verse
bucket_PAW,28,P10-12_A6-7_W5-6,2,0.00155763,0.99221184,numbers,verse
bucket_PAW,29,P13-15_A5_W7-8,2,0.00155763,0.99376947,numbers,verse
bucket_PAW,30,P7-9_A4_W5-6,1,0.00077882,0.99454829,numbers,verse
bucket_PAW,31,P16-18_A5_W9-12,1,0.00077882,0.9953271,numbers,verse
bucket_PAW,32,P25+_A6-7_W9-12,1,0.00077882,0.99610592,numbers,verse
bucket_PAW,33,P25+_A8+_W7-8,1,0.00077882,0.99688474,numbers,verse
bucket_PAW,34,P7-9_A2_W3-4,1,0.00077882,0.99766355,numbers,verse
bucket_PAW,35,P7-9_A5_W5-6,1,0.00077882,0.99844237,numbers,verse
bucket_PAW,36,P16-18_A4_W5-6,1,0.00077882,0.99922118,numbers,verse
bucket_PAW,37,P16-18_A4_W3-4,1,0.00077882,1.0,numbers,verse
