book,model,relation,reset_taamim,n_words,n_pulses,n_accents,n_intervals,unique_intervals,mean_interval,median_interval,entropy_norm,top1_interval,top1_share,top3_intervals,top3_share,top5_intervals,top5_share,null_model,null_top3_mean,null_top3_sd,top3_z,top3_empirical_p,top3_empirical_p_tail,null_entropy_mean,null_entropy_sd,entropy_z,entropy_empirical_p,entropy_empirical_p_tail
numbers,sof_only,cross_reset,sof_pasuq,16404,37184,14464,1283,7,2.688231,3,0.74087607,3,0.3826968,3+2+4,0.81917381,3+2+4+1+5,0.99298519,global_interval_shuffle,0.83510834,0.00795499,-2.003086,0.98007968,upper,0.72460628,0.02432105,0.668959,0.84462151,lower
numbers,sof_only,all,sof_pasuq,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
numbers,major,within,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,12029,8,2.561643,2,0.68049553,2,0.39970072,2+3+1,0.83947128,2+3+1+4+5,0.98861086,global_interval_shuffle,0.83537883,0.00132598,3.086353,0.00398406,upper,0.68527514,0.00127522,-3.748077,0.00398406,lower
numbers,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,2434,7,2.615859,3.0,0.75028251,3,0.34593262,3+2+1,0.8147083,3+2+1+4+5,0.99260477,global_interval_shuffle,0.835106,0.00640785,-3.183237,1.0,upper,0.71035181,0.02403902,1.661078,0.99601594,lower
numbers,major,all,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
numbers,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,9969,8,2.55472,2,0.6706682,2,0.41017153,2+3+1,0.84441769,2+3+1+4+5,0.99057077,global_interval_shuffle,0.83517063,0.0020307,4.553633,0.00398406,upper,0.68620096,0.00612624,-2.535449,0.00398406,lower
numbers,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,4494,8,2.606364,3.0,0.71248687,2,0.32977303,2+3+1,0.81508678,2+3+1+4+5,0.98642635,global_interval_shuffle,0.83562884,0.00446995,-4.595588,1.0,upper,0.69718053,0.02055681,0.744587,0.73705179,lower
numbers,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,continuous,continuous,none,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,sof_only,within,sof_pasuq,14269,32989,12693,11739,8,2.604055,2,0.68865844,2,0.38240055,2+3+1,0.83158702,2+3+1+4+5,0.98679615,global_interval_shuffle,0.82975722,0.0009015,2.029731,0.02788845,upper,0.69147216,0.00083639,-3.36412,0.00398406,lower
deuteronomy,sof_only,cross_reset,sof_pasuq,14269,32989,12693,953,7,2.5383,2,0.76548722,2,0.33473242,2+3+1,0.80587618,2+3+1+4+5,0.99055614,global_interval_shuffle,0.83144176,0.00985647,-2.593788,1.0,upper,0.7227905,0.03142062,1.358876,0.92430279,lower
deuteronomy,sof_only,all,sof_pasuq,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,major,within,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,10831,8,2.604469,2,0.6853513,2,0.38657557,2+3+1,0.83408734,2+3+1+4+5,0.9866125,global_interval_shuffle,0.82978008,0.00138669,3.106151,0.00398406,upper,0.6914274,0.00121963,-4.981918,0.00398406,lower
deuteronomy,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,1861,7,2.567974,2,0.76797312,2,0.33369156,2+3+1,0.80386889,2+3+1+4+5,0.98979044,global_interval_shuffle,0.83065234,0.00707128,-3.787639,1.0,upper,0.70248961,0.02060091,3.17867,0.99601594,lower
deuteronomy,major,all,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,14269,32989,12693,8881,8,2.584844,2,0.66931887,2,0.39241076,2+3+1,0.84708929,2+3+1+4+5,0.98975341,global_interval_shuffle,0.82965477,0.00227985,7.647241,0.00398406,upper,0.69151671,0.00204136,-10.874059,0.00398406,lower
deuteronomy,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,14269,32989,12693,3811,8,2.63238,2,0.7342134,2,0.34715298,2+3+1,0.78903175,2+3+1+4+5,0.98084492,global_interval_shuffle,0.83012018,0.00496544,-8.274887,1.0,upper,0.69369255,0.01082945,3.741729,0.97211155,lower
deuteronomy,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
