book,model,relation,reset_taamim,n_words,n_pulses,n_accents,n_intervals,unique_intervals,mean_interval,median_interval,entropy_norm,top1_interval,top1_share,top3_intervals,top3_share,top5_intervals,top5_share,null_model,null_top3_mean,null_top3_sd,top3_z,top3_empirical_p,top3_empirical_p_tail,null_entropy_mean,null_entropy_sd,entropy_z,entropy_empirical_p,entropy_empirical_p_tail
numbers,major,within,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,12029,8,2.561643,2,0.68049553,2,0.39970072,2+3+1,0.83947128,2+3+1+4+5,0.98861086,cyclic_shift,0.83528938,0.00142007,2.944853,0.00798403,upper,0.68535583,0.0012758,-3.809606,0.00199601,lower
numbers,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,2434,7,2.615859,3.0,0.75028251,3,0.34593262,3+2+1,0.8147083,3+2+1+4+5,0.99260477,cyclic_shift,0.83565242,0.00663518,-3.156528,0.99800399,upper,0.70766145,0.02404141,1.772819,0.99401198,lower
numbers,major,all,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
numbers,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,9969,8,2.55472,2,0.6706682,2,0.41017153,2+3+1,0.84441769,2+3+1+4+5,0.99057077,cyclic_shift,0.83522901,0.00220151,4.173814,0.00199601,upper,0.68566644,0.00454452,-3.300294,0.00199601,lower
numbers,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,4494,8,2.606364,3.0,0.71248687,2,0.32977303,2+3+1,0.81508678,2+3+1+4+5,0.98642635,cyclic_shift,0.83552915,0.00479872,-4.259962,1.0,upper,0.69469355,0.0186951,0.951764,0.79640719,lower
numbers,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,continuous,continuous,none,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,sof_only,within,sof_pasuq,14269,32989,12693,11739,8,2.604055,2,0.68865844,2,0.38240055,2+3+1,0.83158702,2+3+1+4+5,0.98679615,cyclic_shift,0.82963217,0.00094178,2.075698,0.02195609,upper,0.69155934,0.0008917,-3.253232,0.00199601,lower
deuteronomy,sof_only,cross_reset,sof_pasuq,14269,32989,12693,953,7,2.5383,2,0.76548722,2,0.33473242,2+3+1,0.80587618,2+3+1+4+5,0.99055614,cyclic_shift,0.83252676,0.01033872,-2.577743,0.99600798,upper,0.71968479,0.0303059,1.511337,0.93413174,lower
deuteronomy,sof_only,all,sof_pasuq,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,major,within,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,10831,8,2.604469,2,0.6853513,2,0.38657557,2+3+1,0.83408734,2+3+1+4+5,0.9866125,cyclic_shift,0.82953116,0.00133692,3.407978,0.00199601,upper,0.69157705,0.00130704,-4.763224,0.00199601,lower
deuteronomy,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,1861,7,2.567974,2,0.76797312,2,0.33369156,2+3+1,0.80386889,2+3+1+4+5,0.98979044,cyclic_shift,0.83154541,0.00731929,-3.781312,1.0,upper,0.70284453,0.02084558,3.124336,1.0,lower
deuteronomy,major,all,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,14269,32989,12693,8881,8,2.584844,2,0.66931887,2,0.39241076,2+3+1,0.84708929,2+3+1+4+5,0.98975341,cyclic_shift,0.82959216,0.0022096,7.918678,0.00199601,upper,0.69145788,0.00203146,-10.898089,0.00199601,lower
deuteronomy,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,14269,32989,12693,3811,8,2.63238,2,0.7342134,2,0.34715298,2+3+1,0.78903175,2+3+1+4+5,0.98084492,cyclic_shift,0.83019522,0.00483406,-8.515294,1.0,upper,0.69308694,0.00973008,4.226732,0.9740519,lower
deuteronomy,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
