taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
segol,72,0.00397417,72,72,12,4,2.88874331,0.80579457,1.23935096,0.61967548,munah,0.25,munah,0.52777778,genesis,control_exclude_meteg,full
shalshelet,3,0.00016559,3,3,1,1,-0.0,0.0,-0.0,0.0,paseq,1.0,sof_pasuq,1.0,genesis,control_exclude_meteg,full
sof_pasuq,1530,0.08445107,1529,1530,21,3,3.55031702,0.80830156,1.07874947,0.68061514,munah,0.20143885,tipeha,0.56535948,genesis,control_exclude_meteg,full
telisha_gedola,52,0.00287023,52,52,7,8,2.04644711,0.72895917,2.39206383,0.79735461,qadma,0.51923077,sof_pasuq,0.42307692,genesis,control_exclude_meteg,full
telisha_qetana,93,0.0051333,93,93,2,8,0.08574268,0.08574268,2.45547787,0.81849262,qadma,0.98924731,sof_pasuq,0.37634409,genesis,control_exclude_meteg,full
tevir,623,0.03438759,623,623,3,10,0.97407481,0.61457278,2.45514924,0.73907356,merkha,0.63402889,darga,0.3611557,genesis,control_exclude_meteg,full
tipeha,2970,0.16393443,2970,2969,6,10,1.9878616,0.76900984,1.85839797,0.55943353,sof_pasuq,0.29124579,merkha,0.53081846,genesis,control_exclude_meteg,full
yetiv,79,0.00436055,79,79,3,6,0.52803986,0.33315606,2.11915903,0.81980262,munah,0.89873418,revia,0.35443038,genesis,control_exclude_meteg,full
zaqef_gadol,176,0.00971463,176,176,10,5,1.86012515,0.55995346,1.72296663,0.74204134,merkha,0.55113636,zaqef_qatan,0.34090909,genesis,control_exclude_meteg,full
zaqef_qatan,1874,0.10343876,1874,1874,16,8,2.31548132,0.57887033,1.11597243,0.37199081,tipeha,0.40875133,munah,0.6488794,genesis,control_exclude_meteg,full
zarqa,2,0.00011039,2,2,1,2,-0.0,0.0,1.0,1.0,segol,1.0,sof_pasuq,0.5,genesis,control_exclude_meteg,full
zinor,71,0.00391897,71,71,2,4,0.98837797,0.98837797,1.43955103,0.71977551,munah,0.56338028,munah,0.66197183,genesis,control_exclude_meteg,full
atnah,1148,0.07810586,1148,1148,19,6,3.44591831,0.81119989,1.04706912,0.40506163,merkha,0.19686411,tipeha,0.53832753,exodus,control_exclude_meteg,full
darga,221,0.01503606,221,221,4,10,0.30757709,0.15378854,2.88043111,0.86709616,tevir,0.95475113,atnah,0.2081448,exodus,control_exclude_meteg,full
geresh,232,0.01578446,232,232,8,10,2.28957797,0.76319266,0.83786655,0.25222297,revia,0.30603448,qadma,0.875,exodus,control_exclude_meteg,full
gershayim,98,0.00666757,98,98,8,7,2.26040023,0.75346674,2.07217806,0.73812472,munah,0.34693878,sof_pasuq,0.53061224,exodus,control_exclude_meteg,full
mahapakh,657,0.04469996,657,657,7,12,0.12534095,0.04464735,2.87007091,0.80058603,pashta,0.98782344,sof_pasuq,0.23439878,exodus,control_exclude_meteg,full
merkha,1881,0.1279766,1881,1881,13,17,1.39052175,0.37577203,2.64696724,0.64758197,tipeha,0.65284423,tipeha,0.24348751,exodus,control_exclude_meteg,full
merkha_kefula,1,6.804e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,exodus,control_exclude_meteg,full
munah,2000,0.13607294,2000,2000,19,21,2.30185138,0.54187633,3.02936753,0.68969686,zaqef_qatan,0.448,pashta,0.286,exodus,control_exclude_meteg,full
paseq,79,0.00537488,79,79,12,5,1.46941292,0.40988237,0.8300089,0.35746538,munah,0.78481013,munah,0.84810127,exodus,control_exclude_meteg,full
pashta,1333,0.09069261,1333,1333,12,14,1.64223247,0.45808916,2.32165627,0.60978194,munah,0.42910728,mahapakh,0.48687172,exodus,control_exclude_meteg,full
pazer,32,0.00217717,32,32,7,8,1.83770471,0.65460362,2.30242128,0.76747376,telisha_qetana,0.625,sof_pasuq,0.4375,exodus,control_exclude_meteg,full
qadma,408,0.02775888,408,408,9,15,2.06043431,0.64999466,2.83407249,0.7254036,geresh,0.49754902,sof_pasuq,0.29901961,exodus,control_exclude_meteg,full
revia,508,0.03456253,508,507,15,9,2.86984453,0.73455974,1.92179173,0.60625779,pashta,0.31102362,munah,0.57199211,exodus,control_exclude_meteg,full
segol,81,0.00551095,81,81,13,5,2.88950959,0.78085574,1.30556689,0.56227705,munah,0.30864198,munah,0.50617284,exodus,control_exclude_meteg,full
sof_pasuq,1205,0.08198394,1204,1205,19,5,3.45150279,0.81251452,1.04774386,0.45123872,merkha,0.19269103,tipeha,0.61078838,exodus,control_exclude_meteg,full
telisha_gedola,43,0.00292557,43,43,7,8,1.90926516,0.68009397,2.53181163,0.84393721,qadma,0.60465116,munah,0.3255814,exodus,control_exclude_meteg,full
telisha_qetana,90,0.00612328,90,90,3,10,0.24145216,0.15233935,2.55534871,0.76923661,qadma,0.96666667,sof_pasuq,0.34444444,exodus,control_exclude_meteg,full
tevir,585,0.03980133,585,585,4,11,0.97299688,0.48649844,2.44398925,0.70647133,merkha,0.65470085,darga,0.36068376,exodus,control_exclude_meteg,full
tipeha,2347,0.15968159,2347,2347,10,17,2.01830974,0.60757177,1.89455532,0.46350399,sof_pasuq,0.31359182,merkha,0.52322113,exodus,control_exclude_meteg,full
yetiv,90,0.00612328,90,90,2,7,0.5957611,0.5957611,2.17456651,0.77459622,munah,0.85555556,revia,0.35555556,exodus,control_exclude_meteg,full
zaqef_gadol,99,0.00673561,99,99,9,4,2.00250795,0.63172092,1.61784624,0.80892312,tipeha,0.46464646,zaqef_qatan,0.41414141,exodus,control_exclude_meteg,full
zaqef_qatan,1478,0.1005579,1478,1478,17,12,2.38963503,0.58462551,1.23726633,0.34512672,tipeha,0.42828146,munah,0.60622463,exodus,control_exclude_meteg,full
zarqa,3,0.00020411,3,3,2,2,0.91829583,0.91829583,0.91829583,0.91829583,segol,0.66666667,merkha,0.66666667,exodus,control_exclude_meteg,full
zinor,79,0.00537488,79,79,3,7,1.08106389,0.68207537,1.50385587,0.53568427,munah,0.53164557,munah,0.69620253,exodus,control_exclude_meteg,full
atnah,813,0.07884019,813,813,19,3,3.3261957,0.78301611,1.00632818,0.63492239,merkha,0.23739237,tipeha,0.57318573,leviticus,control_exclude_meteg,full
darga,171,0.01658262,171,171,4,10,0.23065115,0.11532558,2.88858044,0.86954936,tevir,0.97076023,qadma,0.22807018,leviticus,control_exclude_meteg,full
geresh,174,0.01687355,174,174,8,5,2.23088974,0.74362991,0.47336197,0.20386591,munah,0.43678161,qadma,0.93103448,leviticus,control_exclude_meteg,full
geresh_muqdam,1,9.697e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,mahapakh,1.0,atnah,1.0,leviticus,control_exclude_meteg,full
gershayim,76,0.00737005,76,76,7,8,1.84101533,0.65578289,2.28694487,0.76231496,mahapakh,0.52631579,sof_pasuq,0.46052632,leviticus,control_exclude_meteg,full
mahapakh,451,0.04373545,451,451,3,13,0.04548326,0.02869674,2.96705943,0.80181266,pashta,0.99556541,sof_pasuq,0.21507761,leviticus,control_exclude_meteg,full
merkha,1373,0.13314585,1373,1373,9,15,1.38110708,0.43569077,2.64135561,0.67607617,tipeha,0.63073562,tipeha,0.27093955,leviticus,control_exclude_meteg,full
merkha_kefula,1,9.697e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,leviticus,control_exclude_meteg,full
munah,1352,0.13110939,1352,1352,17,18,2.37896312,0.58201462,3.02008636,0.72425436,zaqef_qatan,0.43860947,pashta,0.29955621,leviticus,control_exclude_meteg,full
paseq,54,0.00523662,54,54,9,5,1.39873529,0.44125186,0.79524744,0.34249443,munah,0.77777778,munah,0.87037037,leviticus,control_exclude_meteg,full
pashta,900,0.08727696,900,900,9,11,1.57177413,0.49583953,2.31579493,0.66941486,munah,0.45,mahapakh,0.49888889,leviticus,control_exclude_meteg,full
pazer,27,0.00261831,27,27,4,4,1.48972216,0.74486108,1.74676599,0.87338299,telisha_qetana,0.48148148,sof_pasuq,0.37037037,leviticus,control_exclude_meteg,full
qadma,334,0.03238945,334,334,7,13,2.09814162,0.74737312,2.6924539,0.72760377,geresh,0.48502994,sof_pasuq,0.31137725,leviticus,control_exclude_meteg,full
revia,312,0.03025601,312,312,12,8,3.0172108,0.84162967,1.6532316,0.5510772,pashta,0.26602564,munah,0.63141026,leviticus,control_exclude_meteg,full
segol,55,0.00533359,55,55,10,3,2.73327295,0.82279714,1.07681836,0.67939674,munah,0.27272727,munah,0.67272727,leviticus,control_exclude_meteg,full
shalshelet,1,9.697e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,paseq,1.0,sof_pasuq,1.0,leviticus,control_exclude_meteg,full
sof_pasuq,857,0.08310706,856,857,20,3,3.62743582,0.83930962,1.00837427,0.63621333,munah,0.17056075,tipeha,0.56592765,leviticus,control_exclude_meteg,full
telisha_gedola,57,0.00552754,57,57,6,10,1.6347225,0.63239699,2.79308729,0.84080306,qadma,0.66666667,sof_pasuq,0.28070175,leviticus,control_exclude_meteg,full
telisha_qetana,71,0.00688518,71,71,1,6,-0.0,0.0,2.08905589,0.80815713,qadma,1.0,sof_pasuq,0.42253521,leviticus,control_exclude_meteg,full
tevir,416,0.04034135,416,416,2,7,0.97038535,0.97038535,2.30818909,0.82219354,merkha,0.60096154,darga,0.39903846,leviticus,control_exclude_meteg,full
tipeha,1668,0.1617533,1668,1667,4,10,1.98515249,0.99257625,1.85130325,0.55729781,sof_pasuq,0.29076739,merkha,0.5194961,leviticus,control_exclude_meteg,full
yetiv,50,0.00484872,50,50,2,5,0.72192809,0.72192809,2.06474971,0.8892393,munah,0.8,revia,0.3,leviticus,control_exclude_meteg,full
zaqef_gadol,55,0.00533359,55,55,4,3,1.45228519,0.7261426,1.54810631,0.97674633,merkha,0.49090909,zaqef_qatan,0.43636364,leviticus,control_exclude_meteg,full
zaqef_qatan,987,0.09571373,987,987,13,7,2.22592865,0.60153085,1.25589149,0.44735757,tipeha,0.44478217,munah,0.60081054,leviticus,control_exclude_meteg,full
zarqa,2,0.00019395,2,2,1,1,-0.0,0.0,-0.0,0.0,segol,1.0,munah,1.0,leviticus,control_exclude_meteg,full
zinor,54,0.00523662,54,54,2,5,0.87671629,0.87671629,1.65650909,0.71341963,munah,0.7037037,munah,0.55555556,leviticus,control_exclude_meteg,full
atnah,1151,0.07948346,1151,1151,18,3,3.39928169,0.81519013,0.99659084,0.62877882,tipeha,0.18853171,tipeha,0.56559513,numbers,control_exclude_meteg,full
darga,237,0.01636627,237,237,4,11,0.42507385,0.21253693,2.93203355,0.84754777,tevir,0.93670886,atnah,0.24050633,numbers,control_exclude_meteg,full
geresh,223,0.01539949,223,223,10,6,2.32158071,0.69886543,0.58313273,0.22558653,munah,0.31838565,qadma,0.9058296,numbers,control_exclude_meteg,full
gershayim,114,0.00787238,114,114,6,7,2.20869813,0.85444107,2.20510553,0.78547444,munah,0.37719298,sof_pasuq,0.44736842,numbers,control_exclude_meteg,full
mahapakh,567,0.03915475,567,567,2,11,0.01867483,0.01867483,2.97451473,0.85982758,pashta,0.99823633,sof_pasuq,0.18871252,numbers,control_exclude_meteg,full
merkha,1854,0.12802983,1854,1854,8,13,1.4014585,0.46715283,2.59871412,0.70227171,tipeha,0.62081985,tipeha,0.27669903,numbers,control_exclude_meteg,full
merkha_kefula,2,0.00013811,2,2,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,numbers,control_exclude_meteg,full
munah,1886,0.13023962,1886,1886,17,19,2.41566864,0.59099464,2.96804082,0.69870327,zaqef_qatan,0.42205726,pashta,0.28472959,numbers,control_exclude_meteg,full
paseq,80,0.00552448,80,80,11,5,2.12536852,0.61436928,0.85371249,0.36767396,munah,0.55,munah,0.85,numbers,control_exclude_meteg,full
pashta,1217,0.08404116,1217,1217,6,11,1.51621373,0.58655154,2.33894632,0.67610711,munah,0.44124897,mahapakh,0.46507806,numbers,control_exclude_meteg,full
pazer,36,0.00248602,36,36,5,6,1.70465492,0.73415492,1.90427159,0.73667281,telisha_qetana,0.52777778,munah,0.44444444,numbers,control_exclude_meteg,full
qadma,435,0.03003936,435,434,7,11,2.08085175,0.74121435,2.60898715,0.75416642,geresh,0.46436782,sof_pasuq,0.35023041,numbers,control_exclude_meteg,full
qarney_para,1,6.906e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,telisha_qetana,1.0,yerah_ben_yomo,1.0,numbers,control_exclude_meteg,full
revia,497,0.03432083,497,497,12,8,2.95409812,0.82402483,2.15616607,0.71872202,pashta,0.2917505,munah,0.5331992,numbers,control_exclude_meteg,full
segol,96,0.00662938,96,96,12,2,2.62533527,0.73231875,0.99498483,0.99498483,mahapakh,0.38541667,munah,0.54166667,numbers,control_exclude_meteg,full
sof_pasuq,1284,0.08866791,1283,1284,18,4,3.47265069,0.83278493,0.99397701,0.4969885,munah,0.21278254,tipeha,0.59968847,numbers,control_exclude_meteg,full
telisha_gedola,50,0.0034528,50,50,6,8,1.88100471,0.72767195,2.55329418,0.85109806,qadma,0.58,atnah,0.28,numbers,control_exclude_meteg,full
telisha_qetana,88,0.00607693,88,88,1,9,-0.0,0.0,2.45788399,0.77537607,qadma,1.0,sof_pasuq,0.34090909,numbers,control_exclude_meteg,full
tevir,576,0.03977626,576,576,3,10,0.96777681,0.61059918,2.38631311,0.71835182,merkha,0.62847222,darga,0.38541667,numbers,control_exclude_meteg,full
tipeha,2435,0.16815137,2435,2435,4,9,1.97675457,0.98837728,2.04873574,0.64630417,sof_pasuq,0.31622177,merkha,0.47268994,numbers,control_exclude_meteg,full
yerah_ben_yomo,1,6.906e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,qarney_para,1.0,munah,1.0,numbers,control_exclude_meteg,full
yetiv,72,0.00497203,72,72,2,6,0.68129089,0.68129089,2.13208547,0.82480325,munah,0.81944444,revia,0.30555556,numbers,control_exclude_meteg,full
zaqef_gadol,126,0.00870106,126,126,7,4,1.30246109,0.463946,1.66876178,0.83438089,tipeha,0.69047619,zaqef_qatan,0.35714286,numbers,control_exclude_meteg,full
zaqef_qatan,1357,0.093709,1357,1357,15,7,2.1811001,0.55827007,1.28838509,0.45893203,tipeha,0.46720707,munah,0.58658806,numbers,control_exclude_meteg,full
zarqa,1,6.906e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,munah,1.0,merkha,1.0,numbers,control_exclude_meteg,full
zinor,95,0.00656032,95,95,2,6,0.99607999,0.99607999,1.42209706,0.55014224,munah,0.53684211,munah,0.72631579,numbers,control_exclude_meteg,full
atnah,912,0.07135592,912,912,19,6,3.40967516,0.80266792,1.05486876,0.40807894,merkha,0.1875,tipeha,0.58662281,deuteronomy,control_exclude_meteg,full
darga,209,0.0163524,209,209,6,13,0.67572403,0.26140574,2.93367308,0.7927904,tevir,0.87559809,qadma,0.24880383,deuteronomy,control_exclude_meteg,full
geresh,245,0.01916908,245,245,8,11,2.33012696,0.77670899,0.82297157,0.23789213,munah,0.30612245,qadma,0.88979592,deuteronomy,control_exclude_meteg,full
gershayim,109,0.00852828,109,109,7,8,2.09211703,0.74522712,2.15055429,0.71685143,munah,0.3853211,sof_pasuq,0.44036697,deuteronomy,control_exclude_meteg,full
mahapakh,573,0.04483217,573,573,5,13,0.15996435,0.0688929,3.08666745,0.83413531,pashta,0.98254799,atnah,0.17975567,deuteronomy,control_exclude_meteg,full
merkha,1599,0.12510758,1599,1599,12,19,1.46036016,0.40735717,2.67734087,0.63026991,tipeha,0.65103189,zaqef_qatan,0.27579737,deuteronomy,control_exclude_meteg,full
munah,1812,0.14177294,1812,1811,19,21,2.41108792,0.56759159,3.13170222,0.71299542,zaqef_qatan,0.46357616,pashta,0.32081723,deuteronomy,control_exclude_meteg,full
paseq,82,0.00641577,82,82,13,6,2.16432705,0.58488375,1.13865491,0.44049185,munah,0.64634146,munah,0.80487805,deuteronomy,control_exclude_meteg,full
pashta,1218,0.09529771,1218,1218,13,13,1.66488555,0.4499156,2.38333293,0.64406749,munah,0.47701149,mahapakh,0.46223317,deuteronomy,control_exclude_meteg,full
pazer,35,0.00273844,35,35,6,6,1.61030112,0.62294951,2.19231194,0.84810203,telisha_qetana,0.51428571,sof_pasuq,0.34285714,deuteronomy,control_exclude_meteg,full
qadma,440,0.0344261,440,440,9,16,2.01603432,0.63598802,2.90288966,0.72572241,geresh,0.49545455,telisha_qetana,0.25681818,deuteronomy,control_exclude_meteg,full
revia,512,0.04005946,512,512,15,8,3.02147507,0.77337079,1.88474146,0.62824715,pashta,0.30664062,munah,0.57421875,deuteronomy,control_exclude_meteg,full
segol,68,0.0053204,68,68,14,5,3.06231296,0.80431507,1.27865771,0.5506879,munah,0.27941176,munah,0.52941176,deuteronomy,control_exclude_meteg,full
sof_pasuq,954,0.07464205,953,954,19,9,3.52751768,0.8304091,1.08651253,0.34275654,munah,0.22875131,tipeha,0.5932914,deuteronomy,control_exclude_meteg,full
telisha_gedola,67,0.00524216,67,67,5,8,1.40661021,0.60579404,2.47460999,0.82487,qadma,0.70149254,munah,0.34328358,deuteronomy,control_exclude_meteg,full
telisha_qetana,118,0.00923245,118,118,5,13,0.33450557,0.14406371,2.74596502,0.74206452,qadma,0.95762712,sof_pasuq,0.3220339,deuteronomy,control_exclude_meteg,full
tevir,477,0.03732102,477,477,7,11,1.03138452,0.36738658,2.3741897,0.68629473,merkha,0.68343816,darga,0.3836478,deuteronomy,control_exclude_meteg,full
tipeha,1855,0.14513731,1855,1855,8,13,2.00830079,0.6694336,1.75502317,0.47427422,sof_pasuq,0.30512129,merkha,0.56118598,deuteronomy,control_exclude_meteg,full
yetiv,65,0.00508567,65,65,3,5,0.80017681,0.50485536,2.08265974,0.89695273,munah,0.8,revia,0.35384615,deuteronomy,control_exclude_meteg,full
zaqef_gadol,70,0.00547688,70,70,9,4,2.07854445,0.65570777,1.71070579,0.8553529,merkha,0.45714286,zaqef_qatan,0.45714286,deuteronomy,control_exclude_meteg,full
zaqef_qatan,1293,0.10116579,1293,1293,18,9,2.4863163,0.59624964,1.16668504,0.36804815,tipeha,0.37973705,munah,0.64965197,deuteronomy,control_exclude_meteg,full
zarqa,2,0.00015648,2,2,2,1,1.0,1.0,-0.0,0.0,segol,0.5,munah,1.0,deuteronomy,control_exclude_meteg,full
zinor,66,0.00516392,66,66,3,7,1.08986762,0.68762991,2.0423903,0.7275141,munah,0.54545455,munah,0.51515152,deuteronomy,control_exclude_meteg,full
