taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
revia,508,0.03370488,508,507,12,5,2.78457372,0.7767372,1.7906157,0.77117621,pashta,0.26377953,munah,0.54043393,exodus,control_exclude_external,core_projected
telisha_qetana,90,0.00597134,90,90,4,8,0.32897789,0.16448894,1.99445817,0.66481939,qadma,0.95555556,meteg,0.52222222,exodus,control_exclude_external,core_projected
tevir,585,0.03881369,585,585,5,8,1.15738378,0.49845806,2.46258835,0.82086278,merkha,0.63076923,darga,0.32478632,exodus,control_exclude_external,core_projected
tipeha,2347,0.15571921,2347,2347,7,14,1.99417459,0.71033932,2.01944654,0.53040669,meteg,0.33276523,merkha,0.4921176,exodus,control_exclude_external,core_projected
zaqef_gadol,99,0.00656847,99,99,9,4,2.15055349,0.67842409,1.60927625,0.80463812,tipeha,0.46464646,zaqef_qatan,0.39393939,exodus,control_exclude_external,core_projected
zaqef_qatan,1478,0.09806263,1478,1478,14,9,2.51628991,0.66090238,1.49285345,0.47094283,tipeha,0.40054127,munah,0.57713126,exodus,control_exclude_external,core_projected
atnah,813,0.07720798,813,813,14,3,3.22793524,0.84781569,1.21730547,0.76803424,merkha,0.22140221,tipeha,0.5399754,leviticus,control_exclude_external,core_projected
darga,171,0.01623932,171,171,4,8,0.60357799,0.30178899,2.63339727,0.87779909,tevir,0.89473684,qadma,0.22807018,leviticus,control_exclude_external,core_projected
geresh,174,0.01652422,174,174,8,4,2.33457393,0.77819131,0.65307179,0.32653589,munah,0.43103448,qadma,0.86781609,leviticus,control_exclude_external,core_projected
mahapakh,451,0.04283001,451,451,3,8,0.60568857,0.38214694,2.51651071,0.8388369,pashta,0.85809313,meteg,0.33037694,leviticus,control_exclude_external,core_projected
merkha,1373,0.13038936,1373,1373,6,11,1.38987661,0.53767767,2.60906609,0.75418924,tipeha,0.58412236,tipeha,0.26948288,leviticus,control_exclude_external,core_projected
meteg,1453,0.1379867,1452,1453,15,15,3.59084984,0.91910683,2.69846398,0.69069351,munah,0.14600551,tipeha,0.35375086,leviticus,control_exclude_external,core_projected
munah,1352,0.12839506,1352,1352,12,11,2.35629764,0.6572726,2.6604867,0.76905313,zaqef_qatan,0.42233728,pashta,0.29585799,leviticus,control_exclude_external,core_projected
pashta,900,0.08547009,900,900,7,9,1.76091501,0.62725058,2.36936721,0.74745213,munah,0.44444444,mahapakh,0.43,leviticus,control_exclude_external,core_projected
qadma,334,0.0317189,334,334,7,9,2.25458347,0.80309884,2.39401985,0.75522918,geresh,0.45209581,meteg,0.38922156,leviticus,control_exclude_external,core_projected
revia,312,0.02962963,312,312,10,5,2.92537905,0.88062684,1.5951987,0.68701468,pashta,0.22435897,munah,0.57371795,leviticus,control_exclude_external,core_projected
telisha_qetana,71,0.00674264,71,71,2,4,0.18512476,0.18512476,1.6236746,0.8118373,qadma,0.97183099,meteg,0.53521127,leviticus,control_exclude_external,core_projected
tevir,416,0.03950617,416,416,3,7,1.17945146,0.74415102,2.37539297,0.84613205,merkha,0.57211538,darga,0.36778846,leviticus,control_exclude_external,core_projected
tipeha,1668,0.15840456,1668,1667,5,9,1.98824824,0.85629191,2.00614229,0.63286743,meteg,0.30815348,merkha,0.48110378,leviticus,control_exclude_external,core_projected
zaqef_gadol,55,0.00522317,55,55,5,3,1.88523484,0.81192645,1.54129669,0.97244994,tipeha,0.38181818,zaqef_qatan,0.43636364,leviticus,control_exclude_external,core_projected
zaqef_qatan,987,0.09373219,987,987,12,7,2.33594706,0.65159595,1.46284035,0.52107425,tipeha,0.43059777,munah,0.57852077,leviticus,control_exclude_external,core_projected
atnah,1151,0.07778604,1151,1151,14,3,3.37225648,0.8857216,1.18853019,0.74987906,merkha,0.17028671,tipeha,0.53953084,numbers,control_exclude_external,core_projected
darga,237,0.01601676,237,237,4,9,0.76192838,0.38096419,2.71668879,0.85701989,tevir,0.85232068,atnah,0.24050633,numbers,control_exclude_external,core_projected
geresh,223,0.01507062,223,223,10,4,2.48538104,0.74817424,0.6981694,0.3490847,munah,0.30941704,qadma,0.85201794,numbers,control_exclude_external,core_projected
mahapakh,567,0.03831858,567,567,2,8,0.50325833,0.50325833,2.67050476,0.89016825,pashta,0.88888889,meteg,0.24162257,numbers,control_exclude_external,core_projected
merkha,1854,0.12529567,1854,1854,5,10,1.40072414,0.60325905,2.57634574,0.77555735,tipeha,0.57443366,tipeha,0.27508091,numbers,control_exclude_external,core_projected
meteg,2148,0.14516456,2147,2148,15,15,3.52409189,0.9020196,2.65087011,0.67851148,munah,0.17512809,tipeha,0.37616387,numbers,control_exclude_external,core_projected
munah,1886,0.12745827,1886,1886,13,12,2.36651133,0.63952165,2.61165592,0.72850299,zaqef_qatan,0.40084836,pashta,0.2804878,numbers,control_exclude_external,core_projected
pashta,1217,0.0822464,1217,1217,7,10,1.78409928,0.63550899,2.37513867,0.71498798,munah,0.43467543,mahapakh,0.41413311,numbers,control_exclude_external,core_projected
qadma,435,0.02939785,435,434,7,8,2.23740345,0.79697919,2.31430019,0.7714334,geresh,0.43678161,meteg,0.40552995,numbers,control_exclude_external,core_projected
revia,497,0.03358789,497,497,10,5,2.8662196,0.86281808,1.72526236,0.74303006,pashta,0.23943662,munah,0.56338028,numbers,control_exclude_external,core_projected
telisha_qetana,88,0.00594715,88,88,2,6,0.26676499,0.26676499,1.88365155,0.72869589,qadma,0.95454545,meteg,0.46590909,numbers,control_exclude_external,core_projected
tevir,576,0.03892681,576,576,4,9,1.19320401,0.59660201,2.42757494,0.76581463,merkha,0.58854167,darga,0.35069444,numbers,control_exclude_external,core_projected
tipeha,2435,0.16456038,2435,2435,4,8,1.97079287,0.98539643,2.1466422,0.7155474,meteg,0.33182752,merkha,0.43737166,numbers,control_exclude_external,core_projected
zaqef_gadol,126,0.00851524,126,126,8,4,1.35226673,0.45075558,1.67108886,0.83554443,tipeha,0.69047619,zaqef_qatan,0.35714286,numbers,control_exclude_external,core_projected
zaqef_qatan,1357,0.09170778,1357,1357,13,7,2.30693327,0.62342139,1.53125401,0.54544368,tipeha,0.44436256,munah,0.55711127,numbers,control_exclude_external,core_projected
atnah,912,0.06947513,912,912,14,5,3.29029089,0.86419337,1.21968843,0.52529122,munah,0.18859649,tipeha,0.5625,deuteronomy,control_exclude_external,core_projected
darga,209,0.01592138,209,209,6,10,1.06466451,0.41186845,2.70766512,0.81508842,tevir,0.77990431,meteg,0.25837321,deuteronomy,control_exclude_external,core_projected
geresh,245,0.01866382,245,245,9,8,2.5501462,0.80448156,0.98134971,0.32711657,munah,0.28571429,qadma,0.83265306,deuteronomy,control_exclude_external,core_projected
mahapakh,573,0.04365049,573,573,5,9,0.6749483,0.29068441,2.73506136,0.86281579,pashta,0.85514834,meteg,0.2478185,deuteronomy,control_exclude_external,core_projected
merkha,1599,0.12181001,1599,1599,10,15,1.46264097,0.4402988,2.65439322,0.67941325,tipeha,0.61601001,zaqef_qatan,0.26078799,deuteronomy,control_exclude_external,core_projected
meteg,1794,0.13666489,1793,1794,15,15,3.58129868,0.91666214,2.89935478,0.74211312,munah,0.17568321,tipeha,0.33054627,deuteronomy,control_exclude_external,core_projected
munah,1812,0.13803611,1812,1811,15,13,2.41245108,0.61748621,2.74941883,0.74299787,zaqef_qatan,0.43598234,pashta,0.31419105,deuteronomy,control_exclude_external,core_projected
pashta,1218,0.09278586,1218,1218,10,10,1.83243505,0.55161791,2.45544941,0.73916392,munah,0.46715928,mahapakh,0.40229885,deuteronomy,control_exclude_external,core_projected
qadma,440,0.0335187,440,440,9,13,2.17948176,0.68754994,2.64051677,0.71356838,geresh,0.46363636,meteg,0.3,deuteronomy,control_exclude_external,core_projected
revia,512,0.03900358,512,512,11,5,2.89988664,0.83825523,1.80520724,0.77746044,pashta,0.24804688,munah,0.5390625,deuteronomy,control_exclude_external,core_projected
telisha_qetana,118,0.00898911,118,118,6,11,0.54593041,0.21119471,2.30372599,0.66592615,qadma,0.92372881,meteg,0.46610169,deuteronomy,control_exclude_external,core_projected
tevir,477,0.03633732,477,477,7,9,1.16641948,0.415487,2.41401031,0.76153547,merkha,0.66666667,darga,0.34171908,deuteronomy,control_exclude_external,core_projected
tipeha,1855,0.1413118,1855,1855,7,11,1.99950736,0.71223889,1.88112921,0.54376829,meteg,0.31967655,merkha,0.5309973,deuteronomy,control_exclude_external,core_projected
zaqef_gadol,70,0.00533252,70,70,9,5,2.22458978,0.70177994,1.78818862,0.77013092,merkha,0.44285714,zaqef_qatan,0.44285714,deuteronomy,control_exclude_external,core_projected
zaqef_qatan,1293,0.09849928,1293,1293,14,8,2.56343325,0.67328455,1.40464293,0.46821431,tipeha,0.35885538,munah,0.61098221,deuteronomy,control_exclude_external,core_projected
