taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
munah,2000,0.12904058,2000,2000,18,20,2.40211957,0.57605822,2.96643354,0.68636809,zaqef_qatan,0.4265,pashta,0.278,exodus,control_exclude_external,full
pashta,1333,0.08600555,1333,1333,12,12,1.9112733,0.5331362,2.39965463,0.66936673,munah,0.41710428,mahapakh,0.43135784,exodus,control_exclude_external,full
pazer,32,0.00206465,32,32,7,6,1.91529304,0.68224115,1.86631466,0.72198906,telisha_qetana,0.59375,meteg,0.5625,exodus,control_exclude_external,full
qadma,408,0.02632428,408,408,10,14,2.23626898,0.67318404,2.72754568,0.7163886,geresh,0.47058824,meteg,0.33333333,exodus,control_exclude_external,full
revia,508,0.03277631,508,507,16,8,3.06132975,0.76533244,1.95984832,0.65328277,pashta,0.26377953,munah,0.51873767,exodus,control_exclude_external,full
segol,81,0.00522614,81,81,13,5,3.01206923,0.81397603,1.47002375,0.63310477,munah,0.30864198,munah,0.4691358,exodus,control_exclude_external,full
telisha_gedola,43,0.00277437,43,43,7,7,1.8162419,0.64695842,2.45523087,0.87457088,qadma,0.60465116,munah,0.30232558,exodus,control_exclude_external,full
telisha_qetana,90,0.00580683,90,90,4,10,0.32897789,0.16448894,2.48579689,0.74829943,qadma,0.95555556,meteg,0.4,exodus,control_exclude_external,full
tevir,585,0.03774437,585,585,5,9,1.15738378,0.49845806,2.47399257,0.78045776,merkha,0.63076923,darga,0.32478632,exodus,control_exclude_external,full
tipeha,2347,0.15142912,2347,2347,8,15,1.99863879,0.66621293,2.02398464,0.51805511,meteg,0.33276523,merkha,0.4921176,exodus,control_exclude_external,full
yetiv,90,0.00580683,90,90,3,7,0.76983691,0.48571301,2.17456651,0.77459622,munah,0.84444444,revia,0.35555556,exodus,control_exclude_external,full
zaqef_gadol,99,0.00638751,99,99,10,4,2.19095753,0.65954394,1.60927625,0.80463812,tipeha,0.46464646,zaqef_qatan,0.39393939,exodus,control_exclude_external,full
zaqef_qatan,1478,0.09536099,1478,1478,17,10,2.58014897,0.63123484,1.51102972,0.45486527,tipeha,0.39986468,munah,0.57713126,exodus,control_exclude_external,full
zarqa,3,0.00019356,3,3,3,2,1.5849625,1.0,0.91829583,0.91829583,munah,0.33333333,meteg,0.66666667,exodus,control_exclude_external,full
zinor,79,0.0050971,79,79,4,6,1.22549546,0.61274773,1.38298165,0.53501033,munah,0.51898734,munah,0.65822785,exodus,control_exclude_external,full
atnah,813,0.07490326,813,813,19,3,3.42630156,0.80658193,1.21730547,0.76803424,merkha,0.2201722,tipeha,0.5399754,leviticus,control_exclude_external,full
darga,171,0.01575456,171,171,5,10,0.6152739,0.26498404,2.88340681,0.86799194,tevir,0.89473684,qadma,0.22807018,leviticus,control_exclude_external,full
geresh,174,0.01603096,174,174,9,4,2.3746669,0.749124,0.65307179,0.32653589,munah,0.43103448,qadma,0.86781609,leviticus,control_exclude_external,full
geresh_muqdam,1,9.213e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,mahapakh,1.0,atnah,1.0,leviticus,control_exclude_external,full
gershayim,76,0.00700203,76,76,7,7,1.97425676,0.70324445,1.83311441,0.65296853,mahapakh,0.51315789,meteg,0.61842105,leviticus,control_exclude_external,full
mahapakh,451,0.0415515,451,451,3,13,0.60568857,0.38214694,2.87499079,0.7769322,pashta,0.85809313,meteg,0.27937916,leviticus,control_exclude_external,full
merkha,1373,0.12649714,1373,1373,6,14,1.39586764,0.53999532,2.62533177,0.68954217,tipeha,0.58412236,tipeha,0.26948288,leviticus,control_exclude_external,full
merkha_kefula,1,9.213e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,leviticus,control_exclude_external,full
meteg,1453,0.1338677,1452,1453,22,21,3.90012223,0.87457832,2.79570391,0.6364986,merkha,0.13429752,tipeha,0.35375086,leviticus,control_exclude_external,full
munah,1352,0.12456237,1352,1352,17,17,2.4830191,0.60747197,2.96226774,0.72472041,zaqef_qatan,0.42233728,pashta,0.29511834,leviticus,control_exclude_external,full
pashta,900,0.08291874,900,900,10,9,1.79013636,0.53888474,2.37822387,0.7502461,munah,0.44333333,mahapakh,0.43,leviticus,control_exclude_external,full
pazer,27,0.00248756,27,27,4,3,1.60402462,0.80201231,1.54484919,0.97469132,telisha_qetana,0.44444444,meteg,0.44444444,leviticus,control_exclude_external,full
qadma,334,0.03077207,334,334,7,12,2.25458347,0.80309884,2.60132805,0.72562211,geresh,0.45209581,meteg,0.3502994,leviticus,control_exclude_external,full
revia,312,0.02874516,312,312,13,7,3.19848051,0.86435147,1.7046921,0.60722358,pashta,0.22435897,munah,0.56410256,leviticus,control_exclude_external,full
segol,55,0.00506726,55,55,11,4,2.88575579,0.8341705,1.41978979,0.70989489,munah,0.25454545,munah,0.61818182,leviticus,control_exclude_external,full
shalshelet,1,9.213e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,mahapakh,1.0,meteg,1.0,leviticus,control_exclude_external,full
telisha_gedola,57,0.00525152,57,57,7,9,1.95265908,0.6955512,2.62904429,0.82937113,qadma,0.56140351,meteg,0.36842105,leviticus,control_exclude_external,full
telisha_qetana,71,0.00654137,71,71,2,6,0.18512476,0.18512476,2.0427374,0.7902387,qadma,0.97183099,meteg,0.46478873,leviticus,control_exclude_external,full
tevir,416,0.03832688,416,416,3,7,1.17945146,0.74415102,2.37539297,0.84613205,merkha,0.57211538,darga,0.36778846,leviticus,control_exclude_external,full
tipeha,1668,0.15367606,1668,1667,5,10,1.98824824,0.85629191,2.00734205,0.60427017,meteg,0.30815348,merkha,0.48110378,leviticus,control_exclude_external,full
yetiv,50,0.0046066,50,50,3,5,0.94614471,0.59695085,2.06474971,0.8892393,munah,0.78,revia,0.3,leviticus,control_exclude_external,full
zaqef_gadol,55,0.00506726,55,55,5,3,1.88523484,0.81192645,1.54129669,0.97244994,tipeha,0.38181818,zaqef_qatan,0.43636364,leviticus,control_exclude_external,full
zaqef_qatan,987,0.09093422,987,987,13,6,2.36352474,0.63871456,1.45875194,0.56432228,tipeha,0.43059777,munah,0.57852077,leviticus,control_exclude_external,full
zarqa,2,0.00018426,2,2,1,1,-0.0,0.0,-0.0,0.0,segol,1.0,munah,1.0,leviticus,control_exclude_external,full
zinor,54,0.00497512,54,54,3,4,1.17303067,0.74009995,1.56026367,0.78013184,munah,0.66666667,munah,0.55555556,leviticus,control_exclude_external,full
atnah,1151,0.07540124,1151,1151,18,3,3.53961769,0.84884445,1.18853019,0.74987906,merkha,0.16854909,tipeha,0.53953084,numbers,control_exclude_external,full
darga,237,0.01552571,237,237,4,11,0.76192838,0.38096419,2.92338575,0.84504799,tevir,0.85232068,atnah,0.24050633,numbers,control_exclude_external,full
geresh,223,0.01460858,223,223,10,5,2.48538104,0.74817424,0.71052315,0.30600567,munah,0.30941704,qadma,0.85201794,numbers,control_exclude_external,full
gershayim,114,0.00746806,114,114,7,7,2.51813354,0.89697726,1.95644705,0.6969005,mahapakh,0.28070175,meteg,0.53508772,numbers,control_exclude_external,full
mahapakh,567,0.03714379,567,567,2,11,0.50325833,0.50325833,2.95577926,0.85441182,pashta,0.88888889,meteg,0.21516755,numbers,control_exclude_external,full
merkha,1854,0.12145431,1854,1854,5,13,1.40072414,0.60325905,2.60090795,0.70286457,tipeha,0.57443366,tipeha,0.27508091,numbers,control_exclude_external,full
merkha_kefula,2,0.00013102,2,2,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,numbers,control_exclude_external,full
meteg,2148,0.14071405,2147,2148,23,23,3.7759789,0.83473575,2.74592805,0.60702784,munah,0.14904518,tipeha,0.37616387,numbers,control_exclude_external,full
munah,1886,0.12355061,1886,1886,17,16,2.51811035,0.61605706,2.88222499,0.72055625,zaqef_qatan,0.40084836,pashta,0.2804878,numbers,control_exclude_external,full
pashta,1217,0.07972486,1217,1217,7,10,1.78409928,0.63550899,2.38382553,0.71760299,munah,0.43467543,mahapakh,0.41413311,numbers,control_exclude_external,full
pazer,36,0.00235834,36,36,5,5,1.80609861,0.77784433,1.45709142,0.62753512,telisha_qetana,0.5,munah,0.5,numbers,control_exclude_external,full
qadma,435,0.02849656,435,434,7,10,2.23740345,0.79697919,2.55531572,0.76922668,geresh,0.43678161,meteg,0.37557604,numbers,control_exclude_external,full
qarney_para,1,6.551e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,telisha_qetana,1.0,meteg,1.0,numbers,control_exclude_external,full
revia,497,0.03255814,497,497,13,7,3.15489936,0.85257418,2.05438959,0.73178834,pashta,0.23943662,munah,0.50905433,numbers,control_exclude_external,full
segol,96,0.0062889,96,96,13,3,2.73575288,0.73930481,1.20298186,0.75899705,mahapakh,0.38541667,munah,0.52083333,numbers,control_exclude_external,full
telisha_gedola,50,0.00327547,50,50,7,7,1.94590696,0.69314605,2.40890856,0.85807054,qadma,0.58,atnah,0.28,numbers,control_exclude_external,full
telisha_qetana,88,0.00576482,88,88,2,9,0.26676499,0.26676499,2.40781819,0.75958207,qadma,0.95454545,meteg,0.375,numbers,control_exclude_external,full
tevir,576,0.03773338,576,576,4,9,1.19320401,0.59660201,2.42757494,0.76581463,merkha,0.58854167,darga,0.35069444,numbers,control_exclude_external,full
tipeha,2435,0.15951523,2435,2435,4,8,1.97079287,0.98539643,2.1466422,0.7155474,meteg,0.33182752,merkha,0.43737166,numbers,control_exclude_external,full
yerah_ben_yomo,1,6.551e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,meteg,1.0,munah,1.0,numbers,control_exclude_external,full
yetiv,72,0.00471667,72,72,3,6,0.9051213,0.57106796,2.13208547,0.82480325,munah,0.80555556,revia,0.30555556,numbers,control_exclude_external,full
zaqef_gadol,126,0.00825418,126,126,8,4,1.35226673,0.45075558,1.67108886,0.83554443,tipeha,0.69047619,zaqef_qatan,0.35714286,numbers,control_exclude_external,full
zaqef_qatan,1357,0.08889617,1357,1357,16,7,2.34886064,0.58721516,1.54735569,0.55117922,tipeha,0.44436256,munah,0.55711127,numbers,control_exclude_external,full
zarqa,1,6.551e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,meteg,1.0,meteg,1.0,numbers,control_exclude_external,full
zinor,95,0.00622339,95,95,3,4,1.16538162,0.73527394,1.28891771,0.64445885,munah,0.52631579,munah,0.70526316,numbers,control_exclude_external,full
atnah,912,0.06736096,912,912,19,5,3.49818497,0.82350392,1.21968843,0.52529122,munah,0.16666667,tipeha,0.5625,deuteronomy,control_exclude_external,full
darga,209,0.01543689,209,209,6,13,1.06466451,0.41186845,2.87873174,0.77794315,tevir,0.77990431,qadma,0.23923445,deuteronomy,control_exclude_external,full
geresh,245,0.01809587,245,245,9,10,2.5501462,0.80448156,1.00932829,0.30383809,munah,0.28571429,qadma,0.83265306,deuteronomy,control_exclude_external,full
gershayim,109,0.00805082,109,109,8,7,2.23551319,0.74517106,1.75658789,0.62570923,munah,0.37614679,meteg,0.57798165,deuteronomy,control_exclude_external,full
mahapakh,573,0.04232218,573,573,5,13,0.6749483,0.29068441,3.03045861,0.81894554,pashta,0.85514834,meteg,0.21640489,deuteronomy,control_exclude_external,full
merkha,1599,0.11810326,1599,1599,11,18,1.47418301,0.42613445,2.68869723,0.64478312,tipeha,0.61601001,zaqef_qatan,0.2601626,deuteronomy,control_exclude_external,full
meteg,1794,0.13250609,1793,1794,21,21,3.87922615,0.88318438,3.00261888,0.68360699,munah,0.14277747,tipeha,0.33054627,deuteronomy,control_exclude_external,full
munah,1812,0.13383559,1812,1811,19,20,2.53548533,0.59687585,3.06603388,0.70941344,zaqef_qatan,0.43598234,pashta,0.31308669,deuteronomy,control_exclude_external,full
pashta,1218,0.08996233,1218,1218,12,12,1.85261692,0.51677442,2.48059215,0.69194368,munah,0.46551724,mahapakh,0.40229885,deuteronomy,control_exclude_external,full
pazer,35,0.00258512,35,35,7,5,1.86911969,0.66579387,1.73896258,0.74893042,telisha_qetana,0.45714286,meteg,0.42857143,deuteronomy,control_exclude_external,full
qadma,440,0.03249871,440,440,9,16,2.17948176,0.68754994,2.88289603,0.72072401,geresh,0.46363636,telisha_qetana,0.24772727,deuteronomy,control_exclude_external,full
revia,512,0.03781668,512,512,15,7,3.19360792,0.81742958,1.8749577,0.66787341,pashta,0.24609375,munah,0.53320312,deuteronomy,control_exclude_external,full
segol,68,0.00502253,68,68,14,5,3.17616114,0.83421725,1.52693765,0.65761625,munah,0.26470588,munah,0.47058824,deuteronomy,control_exclude_external,full
telisha_gedola,67,0.00494867,67,67,6,7,1.680098,0.64995063,2.2505829,0.8016738,qadma,0.62686567,meteg,0.35820896,deuteronomy,control_exclude_external,full
telisha_qetana,118,0.00871556,118,118,6,13,0.54593041,0.21119471,2.71029044,0.73242389,qadma,0.92372881,meteg,0.37288136,deuteronomy,control_exclude_external,full
tevir,477,0.03523155,477,477,7,10,1.16641948,0.415487,2.42864726,0.73109567,merkha,0.66666667,darga,0.34171908,deuteronomy,control_exclude_external,full
tipeha,1855,0.1370116,1855,1855,8,12,2.00488106,0.66829369,1.88668129,0.52627644,meteg,0.31967655,merkha,0.5309973,deuteronomy,control_exclude_external,full
yetiv,65,0.00480095,65,65,4,5,0.98107565,0.49053783,2.08265974,0.89695273,munah,0.8,revia,0.35384615,deuteronomy,control_exclude_external,full
zaqef_gadol,70,0.00517025,70,70,9,5,2.22458978,0.70177994,1.78818862,0.77013092,merkha,0.44285714,zaqef_qatan,0.44285714,deuteronomy,control_exclude_external,full
zaqef_qatan,1293,0.09550188,1293,1293,18,8,2.64437959,0.63415519,1.40753182,0.46917727,tipeha,0.35808198,munah,0.61098221,deuteronomy,control_exclude_external,full
zarqa,2,0.00014772,2,2,2,1,1.0,1.0,-0.0,0.0,segol,0.5,munah,1.0,deuteronomy,control_exclude_external,full
zinor,66,0.00487481,66,66,4,6,1.18495112,0.59247556,1.92001115,0.7427617,munah,0.54545455,munah,0.46969697,deuteronomy,control_exclude_external,full
