book,model,relation,reset_taamim,n_words,n_pulses,n_accents,n_intervals,unique_intervals,mean_interval,median_interval,entropy_norm,top1_interval,top1_share,top3_intervals,top3_share,top5_intervals,top5_share,null_model,null_top3_mean,null_top3_sd,top3_z,top3_empirical_p,top3_empirical_p_tail,null_entropy_mean,null_entropy_sd,entropy_z,entropy_empirical_p,entropy_empirical_p_tail
exodus,major,within,atnah+atnah_hafukh+sof_pasuq,16701,37520,14626,12276,8,2.539752,2.0,0.66572589,2,0.41528185,2+3+1,0.84693711,2+3+1+4+5,0.99177256,global_interval_shuffle,0.83724829,0.0011203,8.648434,0.00199601,upper,0.67352392,0.00613043,-1.27202,0.00199601,lower
exodus,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,16701,37520,14626,2349,7,2.699447,3,0.74939553,2,0.34653044,2+3+4,0.83226905,2+3+4+1+5,0.99233716,global_interval_shuffle,0.84043082,0.00582865,-1.400284,0.9261477,upper,0.70802736,0.02509879,1.648214,0.95409182,lower
exodus,major,all,atnah+atnah_hafukh+sof_pasuq,16701,37520,14626,14625,8,2.565402,2,0.67269458,2,0.40423932,2+3+4,0.8365812,2+3+4+1+5,0.99186325,not_applicable_distribution_preserved,,,,,,,,,,
exodus,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16701,37520,14626,10117,8,2.526243,2,0.64824912,2,0.43204507,2+3+1,0.85736879,2+3+1+4+5,0.99347633,global_interval_shuffle,0.83757715,0.00176338,11.22368,0.00199601,upper,0.67675464,0.01308563,-2.178383,0.00199601,lower
exodus,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16701,37520,14626,4508,7,2.653283,3.0,0.76712755,2,0.34183673,2+3+4,0.79813665,2+3+4+1+5,0.98824312,global_interval_shuffle,0.83918722,0.00388551,-10.565034,1.0,upper,0.69544492,0.02306868,3.107357,0.99800399,lower
exodus,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16701,37520,14626,14625,8,2.565402,2,0.67269458,2,0.40423932,2+3+4,0.8365812,2+3+4+1+5,0.99186325,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,continuous,continuous,none,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,sof_only,within,sof_pasuq,11945,26311,10337,9480,7,2.524895,2.0,0.71892451,2,0.38649789,2+3+1,0.85116034,2+3+1+4+5,0.99187764,global_interval_shuffle,0.84246624,0.00103756,8.379327,0.00199601,upper,0.72880548,0.00104414,-9.463246,0.00199601,lower
leviticus,sof_only,cross_reset,sof_pasuq,11945,26311,10337,856,7,2.771028,3.0,0.80974424,3,0.32359813,3+2+4,0.75233645,3+2+4+1+5,0.97897196,global_interval_shuffle,0.84315654,0.01101489,-8.245211,1.0,upper,0.74415929,0.02687351,2.440505,0.99201597,lower
leviticus,sof_only,all,sof_pasuq,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,major,within,atnah+atnah_hafukh+sof_pasuq,11945,26311,10337,8667,7,2.511942,2,0.7119886,2,0.39356179,2+3+1,0.85819776,2+3+1+4+5,0.99203877,global_interval_shuffle,0.84240129,0.00147018,10.744565,0.00199601,upper,0.72883731,0.0014573,-11.561574,0.00199601,lower
leviticus,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,11945,26311,10337,1669,7,2.718394,3,0.79567843,3,0.31455962,3+2+4,0.7669263,3+2+4+1+5,0.98442181,global_interval_shuffle,0.84298262,0.00759635,-10.012215,1.0,upper,0.73264905,0.01739228,3.623986,0.99201597,lower
leviticus,major,all,atnah+atnah_hafukh+sof_pasuq,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,11945,26311,10337,7259,7,2.496212,2,0.6948047,2,0.40859623,2+3+1,0.86885246,2+3+1+4+5,0.99407632,global_interval_shuffle,0.84246811,0.00229308,11.506062,0.00199601,upper,0.72879398,0.00215575,-15.766793,0.00199601,lower
leviticus,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,11945,26311,10337,3077,7,2.661033,3,0.79107464,3,0.30906727,3+2+1,0.78030549,3+2+1+4+5,0.98310042,global_interval_shuffle,0.84254924,0.00540964,-11.506076,1.0,upper,0.72891215,0.00785382,7.914937,0.99600798,lower
leviticus,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
numbers,continuous,continuous,none,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
numbers,sof_only,within,sof_pasuq,16404,37184,14464,13180,8,2.559332,2.0,0.68348769,2,0.3939302,2+3+1,0.83778452,2+3+1+4+5,0.98892261,global_interval_shuffle,0.83545402,0.00098101,2.37561,0.00998004,upper,0.68522703,0.00087723,-1.982771,0.02195609,lower
numbers,sof_only,cross_reset,sof_pasuq,16404,37184,14464,1283,7,2.688231,3,0.74087607,3,0.3826968,3+2+4,0.81917381,3+2+4+1+5,0.99298519,global_interval_shuffle,0.83512081,0.00911445,-1.749639,0.96606786,upper,0.72377586,0.02559964,0.667987,0.82834331,lower
numbers,sof_only,all,sof_pasuq,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
numbers,major,within,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,12029,8,2.561643,2,0.68049553,2,0.39970072,2+3+1,0.83947128,2+3+1+4+5,0.98861086,global_interval_shuffle,0.83537584,0.00136421,3.002069,0.00399202,upper,0.68538804,0.00241109,-2.029171,0.00199601,lower
numbers,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,2434,7,2.615859,3.0,0.75028251,3,0.34593262,3+2+1,0.8147083,3+2+1+4+5,0.99260477,global_interval_shuffle,0.83519228,0.00654138,-3.131447,1.0,upper,0.70948705,0.02411955,1.691386,0.99401198,lower
numbers,major,all,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
numbers,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,9969,8,2.55472,2,0.6706682,2,0.41017153,2+3+1,0.84441769,2+3+1+4+5,0.99057077,global_interval_shuffle,0.83526171,0.00207496,4.41261,0.00199601,upper,0.68592601,0.00534847,-2.852747,0.00199601,lower
numbers,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,4494,8,2.606364,3.0,0.71248687,2,0.32977303,2+3+1,0.81508678,2+3+1+4+5,0.98642635,global_interval_shuffle,0.83542056,0.00458196,-4.437787,1.0,upper,0.69633969,0.02016677,0.800683,0.75848303,lower
numbers,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,continuous,continuous,none,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,sof_only,within,sof_pasuq,14269,32989,12693,11739,8,2.604055,2,0.68865844,2,0.38240055,2+3+1,0.83158702,2+3+1+4+5,0.98679615,global_interval_shuffle,0.82971105,0.00095088,1.97288,0.02195609,upper,0.69149559,0.00089201,-3.180624,0.00399202,lower
deuteronomy,sof_only,cross_reset,sof_pasuq,14269,32989,12693,953,7,2.5383,2,0.76548722,2,0.33473242,2+3+1,0.80587618,2+3+1+4+5,0.99055614,global_interval_shuffle,0.83185729,0.01032435,-2.516489,0.99800399,upper,0.72090547,0.02998736,1.486685,0.93612774,lower
deuteronomy,sof_only,all,sof_pasuq,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,major,within,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,10831,8,2.604469,2,0.6853513,2,0.38657557,2+3+1,0.83408734,2+3+1+4+5,0.9866125,global_interval_shuffle,0.8297317,0.00139634,3.11934,0.00199601,upper,0.69149271,0.001278,-4.8055,0.00199601,lower
deuteronomy,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,1861,7,2.567974,2,0.76797312,2,0.33369156,2+3+1,0.80386889,2+3+1+4+5,0.98979044,global_interval_shuffle,0.83072434,0.00721377,-3.722804,1.0,upper,0.7030618,0.02159756,3.005493,0.99401198,lower
deuteronomy,major,all,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,14269,32989,12693,8881,8,2.584844,2,0.66931887,2,0.39241076,2+3+1,0.84708929,2+3+1+4+5,0.98975341,global_interval_shuffle,0.8296899,0.00229556,7.57958,0.00199601,upper,0.6915265,0.00214947,-10.331696,0.00199601,lower
deuteronomy,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,14269,32989,12693,3811,8,2.63238,2,0.7342134,2,0.34715298,2+3+1,0.78903175,2+3+1+4+5,0.98084492,global_interval_shuffle,0.82993702,0.00507417,-8.061465,1.0,upper,0.69301771,0.00993118,4.148117,0.9760479,lower
deuteronomy,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
